"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","03-JUL-25","02-JUL-25","20:13:00Z","MOUNT VERNON","WASHINGTON","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES ON DEPARTURE, MOUNT VERNON, WA.","ACCIDENT","SEATTLE FSDO","N774RS","","","EVOLUTION AIRCRAFT","REVOLT","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","18:00:00Z","GALLATIN","TENNESSEE","UNITED STATES","AIRCRAFT CRASHED IN A FIELD UNDER UNKNOWN CIRCUMSTANCES, GALLATIN, TN.","ACCIDENT","NASHVILLE FSDO","N93985","","","ERCOUPE","415-C","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","19:56:00Z","CROSS KEYS","NEW JERSEY","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE ISSUES AFTER DEPARTURE AND CRASHED WHILE RETURNING TO THE AIRPORT AFTER A RUNWAY EXCURSION INTO TREES, CROSS KEYS, NJ.","ACCIDENT","PHILADELPHIA FSDO","N716MM","","","CESSNA","208","No","UNKNOWN","SKYDIVING","TAKEOFF (TOF)","91","SERIOUS","No","0","0","0","0","1","0","0","0","0","0","1","0","3","0","10","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","16:06:00Z","RALEIGH-DURHAM","NORTH CAROLINA","UNITED STATES","AIRCRAFT LANDED AND POST FLIGHT INSPECTION REVEALED PART OF A FLAP WAS MISSING FROM A WING, RALEIGH-DURHAM, NC.","INCIDENT","GREENSBORO FSDO","N875DN","DAL3247","DELTA AIRLINES","BOEING","737","No","UNKNOWN","COMMERCIAL","EN ROUTE (ENR)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","30-JUN-25","19:40:00Z","SEATTLE","WASHINGTON","UNITED STATES","AIRCRAFT LANDED HARD, SEATTLE, WA.","INCIDENT","SEATTLE FSDO","N23UP","","","ROBINSON","R66","No","UNKNOWN","PERSONAL","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","16:55:00Z","GRANTS","NEW MEXICO","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE ISSUES AFTER TAKEOFF AND RETURNED TO AIRPORT, WHILE LANDING VEERED OFF RUNWAY, GRANTS, NM.","INCIDENT","ALBUQUERQUE FSDO","N451Z","","","REPUBLIC","RC-3","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","17:40:00Z","MESQUITE","TEXAS","UNITED STATES","AIRCRAFT INCURRED A PROP STRIKE ON LANDING,  MESQUITE, TX.","INCIDENT","NORTH TEXAS FSDO","N3622A","","","BEECH","E-55","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","19:15:00Z","NEW YORK","NEW YORK","UNITED STATES","AIRCRAFT EXPERIENCED A CROSSWIND ON DEPARTURE AND CAME TO A STOP ON THE NOSE, NEW YORK, NY.","INCIDENT","NEW YORK FSDO","N6824H","","","PIPER","J3C-65","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","17:50:00Z","BRUSH","COLORADO","UNITED STATES","AIRCRAFT LOST CONTROL ON LANDING AND VEERED OFF RUNWAY COMING TO REST ON LEFT WINGTIP ON AN EMBANKMENT, BRUSH, CO.","INCIDENT","DENVER FSDO","N7635H","","","PIPER","PA12","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","23:20:00Z","MADISONVILLE","KENTUCKY","UNITED STATES","AIRCRAFT LOST CONTROL AND CRASHED ON THE HELIPAD FOR UNKNOWN REASONS AND CAME TO REST ON ITS SIDE, MADISONVILLE, KY.","INCIDENT","LOUISVILLE FSDO","N21385","","","SCHWEIZER","269C-1","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","17:05:00Z","RIVERSIDE","CALIFORNIA","UNITED STATES","AIRCRAFT PORPOISED ON LANDING, RIVERSIDE, CA.","INCIDENT","RIVERSIDE FSDO","N76901","","","CESSNA","172","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-JUL-25","02-JUL-25","20:13:00Z","CONCORD","CALIFORNIA","UNITED STATES","AIRCRAFT STRUCK A BIRD LEAVING A DENT IN THE LEADING EDGE OF RIGHT WING, CONCORD, CA.","INCIDENT","OAKLAND FSDO","N98436","","","CESSNA","172R","No","UNKNOWN","PERSONAL","APPROACH (APR)","91","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-JUL-25","06-JUL-25","18:35:00Z","ANGEL FIRE","NEW MEXICO","UNITED STATES","N5009B CRASHED INTO RISING TERRAIN FOR UNKNOWN REASONS AFTER DEPARTING THE ANGEL FIRE NM AIRPORT.","ACCIDENT","Albuquerque FSDO","N5009B","","","BEECH","F35 R4TS","No","DESTROYED","PERSONAL","INITIAL CLIMB (ICL)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-JUL-25","08-JUL-25","18:00:00Z","JENISON","MICHIGAN","UNITED STATES","AIRPLANE WAS TAKING OFF WHEN IT IMPACTED A LAKE IN A GRAVEL PIT ADJACENT TO THE RUNWAY.","ACCIDENT","Grand Rapids FSDO","N29342","","","CESSNA","177","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","09-JUL-25","06-JUL-25","17:00:00Z","ILIAMNA","ALASKA","UNITED STATES","EXPERIENCED A HARD LANDING FOR UNKNOWN REASONS NEAR KUKAKLEK LAKE","ACCIDENT","Anchorage FSDO","N67251","","","DE HAVILLAND","DHC2","No","SUBSTANTIAL","UNKNOWN","LANDING (LDG)","","NONE","No","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
